,parcel_id,bath,bed,sqft_calc,fips,yearbuilt,appraised_value,tax_amount
130,13955211,2.0,4.0,1975.0,6059.0,1963.0,273372.0,3669.92
131,11281518,2.0,2.0,1317.0,6037.0,1955.0,86578.0,1814.04
132,13963357,3.5,4.0,2802.0,6059.0,2014.0,1074416.0,14637.34
133,14195073,3.0,4.0,3099.0,6059.0,1986.0,921394.0,10782.16
134,12760933,2.0,3.0,1436.0,6037.0,1953.0,386000.0,4926.37
135,12760263,1.0,2.0,927.0,6037.0,1952.0,61223.0,1053.05
136,11280307,2.0,3.0,1094.0,6037.0,1957.0,101143.0,1975.25
137,12768887,1.0,2.0,796.0,6037.0,1951.0,250798.0,3397.37
138,11298368,2.0,3.0,1502.0,6037.0,1987.0,105149.0,2037.28
139,13951150,2.0,3.0,1427.0,6059.0,1972.0,304588.0,3878.36
140,11285800,2.0,4.0,1352.0,6037.0,1953.0,44559.0,1320.52
141,13941306,1.0,2.0,952.0,6059.0,1966.0,792910.0,10122.52
142,12268626,1.0,3.0,1236.0,6037.0,1910.0,258887.0,3524.58
143,11278514,2.0,4.0,1754.0,6037.0,1980.0,183000.0,2883.66
144,11792481,1.0,2.0,981.0,6037.0,1913.0,430000.0,5186.7
145,12756670,1.0,2.0,832.0,6037.0,1948.0,144102.0,2039.16
146,17059646,1.5,3.0,1396.0,6111.0,1957.0,565000.0,6760.46
147,11201145,1.0,3.0,983.0,6037.0,1954.0,43506.0,1407.67
148,11201591,2.0,3.0,1560.0,6037.0,1979.0,114760.0,2263.58
149,13950810,2.0,4.0,1527.0,6059.0,1964.0,61042.0,1193.1
150,11013055,2.0,3.0,1703.0,6037.0,1963.0,302612.0,3847.18
151,14066648,3.5,4.0,2637.0,6059.0,2000.0,933713.0,10429.92
152,12592021,2.0,3.0,1321.0,6037.0,1954.0,460811.0,5789.85
153,11202454,2.0,4.0,2048.0,6037.0,2006.0,213244.0,3183.54
154,10969383,2.0,3.0,864.0,6037.0,1947.0,260056.0,3303.91
155,12213784,1.0,2.0,992.0,6037.0,1925.0,20865.0,769.33
156,14252582,2.5,3.0,904.0,6059.0,1948.0,162456.0,2079.52
157,11312166,2.0,3.0,1569.0,6037.0,1991.0,125729.0,2317.52
158,13867661,2.0,4.0,2044.0,6059.0,1955.0,81779.0,1156.38
159,17222974,5.5,3.0,4361.0,6111.0,1999.0,1562700.0,17692.72
160,12023868,2.0,3.0,1950.0,6037.0,1951.0,1218072.0,14800.5
161,17294157,3.0,4.0,2846.0,6111.0,1977.0,269273.0,3630.68
162,12473881,2.0,3.0,1214.0,6037.0,1955.0,473134.0,5888.55
163,12252417,1.0,3.0,1083.0,6037.0,1948.0,55040.0,932.45
164,10750812,3.0,4.0,2215.0,6037.0,1990.0,529990.0,6365.65
165,11213714,2.0,3.0,1202.0,6037.0,1991.0,179483.0,3339.17
166,17290244,2.5,4.0,2542.0,6111.0,1978.0,1090401.0,11660.16
167,12836830,2.0,3.0,1464.0,6037.0,1955.0,246454.0,3174.63
168,12480709,1.0,2.0,848.0,6037.0,1942.0,67166.0,1073.92
169,12179610,3.0,4.0,2800.0,6037.0,1934.0,191531.0,2317.69
170,11860038,3.0,5.0,2266.0,6037.0,2005.0,690000.0,8562.89
171,11270112,2.0,3.0,2020.0,6037.0,1985.0,222638.0,3433.82
172,14486421,2.5,5.0,2882.0,6059.0,1973.0,395169.0,3946.7
173,12741391,2.0,3.0,1573.0,6037.0,1958.0,286985.0,3843.2
174,11315088,2.0,3.0,1223.0,6037.0,1991.0,158313.0,2701.1
175,11646891,2.0,4.0,1904.0,6037.0,1951.0,1656855.0,19849.65
176,12082610,1.0,2.0,1104.0,6037.0,1923.0,44435.0,510.56
177,10818262,3.0,3.0,2240.0,6037.0,1978.0,670065.0,8868.14
178,12273512,1.0,2.0,699.0,6037.0,1949.0,176038.0,2533.45
179,14241975,2.0,4.0,1698.0,6059.0,1973.0,296484.0,3337.5
180,17187503,2.0,3.0,2170.0,6111.0,1980.0,257517.0,2846.28
181,12811897,1.0,1.0,490.0,6037.0,1951.0,124890.0,1722.75
182,17129832,3.0,6.0,2901.0,6111.0,1997.0,425115.0,4842.42
183,12747257,1.0,2.0,1008.0,6037.0,1950.0,407000.0,5246.44
184,17161340,2.0,6.0,2333.0,6111.0,1997.0,350917.0,4185.86
185,14503257,2.0,3.0,1120.0,6059.0,1976.0,504579.0,5217.8
186,11276186,3.0,4.0,1914.0,6037.0,1997.0,166190.0,2772.24
187,10808702,1.0,3.0,1299.0,6037.0,1952.0,543654.0,6679.8
188,13903594,3.0,4.0,2758.0,6059.0,2005.0,659912.0,8972.64
189,13977892,3.0,4.0,1972.0,6059.0,2002.0,629875.0,7123.64
190,13905056,2.0,3.0,1112.0,6059.0,1955.0,55304.0,877.82
191,14227765,2.5,4.0,1704.0,6059.0,1974.0,280520.0,3172.52
192,12464212,1.0,2.0,1680.0,6037.0,1920.0,856000.0,10119.9
193,17051583,2.0,4.0,2151.0,6111.0,1975.0,1234000.0,13636.8
194,11532991,2.0,2.0,1686.0,6037.0,2005.0,1395968.0,16760.44
195,12471532,1.0,3.0,1180.0,6037.0,1952.0,508000.0,6211.15
196,12075306,6.0,5.0,7003.0,6037.0,2002.0,4370651.0,47861.25
197,17071003,2.0,3.0,1800.0,6111.0,1962.0,707681.0,7398.92
198,13981009,3.0,5.0,2897.0,6059.0,1964.0,234513.0,2735.12
199,12817483,2.0,4.0,1898.0,6037.0,1964.0,501583.0,5874.19
200,12745547,1.0,3.0,883.0,6037.0,1953.0,116280.0,1871.05
201,11867912,1.0,2.0,1200.0,6037.0,1922.0,85317.0,1283.89
202,14237264,1.0,3.0,1201.0,6059.0,1954.0,56144.0,853.6
203,11966821,1.0,2.0,800.0,6037.0,1923.0,480000.0,5836.52
204,12190349,1.0,2.0,990.0,6037.0,1921.0,132080.0,1706.86
205,12273036,1.0,2.0,913.0,6037.0,1916.0,30223.0,878.45
206,11039885,2.0,3.0,1229.0,6037.0,1954.0,390912.0,4801.85
207,14501072,2.5,3.0,2461.0,6059.0,1997.0,753315.0,7367.22
208,11338161,4.0,4.0,3413.0,6037.0,2007.0,390000.0,4871.99
209,17083283,2.5,3.0,2568.0,6111.0,1973.0,742000.0,7801.04
210,12936527,3.0,3.0,1810.0,6037.0,1954.0,550000.0,6759.28
211,14089501,2.0,4.0,2020.0,6059.0,1964.0,296740.0,3761.44
212,14451614,1.0,2.0,1303.0,6059.0,1949.0,433607.0,5185.28
213,12380487,2.0,2.0,1386.0,6037.0,1952.0,57936.0,1288.57
214,14156920,4.5,5.0,3835.0,6059.0,2002.0,723980.0,10720.04
215,11263345,2.0,3.0,1407.0,6037.0,1972.0,51307.0,1240.09
216,13000325,3.0,3.0,1817.0,6037.0,2003.0,438372.0,6426.23
217,12124453,1.0,4.0,1170.0,6037.0,1925.0,40423.0,790.24
218,17172225,1.0,3.0,999.0,6111.0,1952.0,816420.0,9203.32
219,14336636,4.5,4.0,4254.0,6059.0,2007.0,1618814.0,17882.32
220,12896685,2.0,3.0,1511.0,6037.0,1963.0,424568.0,5064.2
221,14336696,5.5,6.0,5400.0,6059.0,1994.0,2317561.0,25593.0
222,14421501,3.5,3.0,5019.0,6059.0,1991.0,1245366.0,13267.26
223,11185483,3.0,7.0,3130.0,6037.0,2000.0,326341.0,5021.35
224,17193599,4.0,3.0,3735.0,6111.0,2003.0,974032.0,10689.72
225,13003913,2.0,3.0,1100.0,6037.0,1962.0,255693.0,4000.43
226,11073063,4.0,5.0,2590.0,6037.0,1956.0,446951.0,5509.97
227,11248913,2.0,3.0,1346.0,6037.0,1985.0,97327.0,1253.91
228,13049078,3.0,4.0,2274.0,6037.0,1972.0,261538.0,3403.26
229,12900424,2.0,3.0,1402.0,6037.0,1953.0,43233.0,811.99
230,11946092,2.0,2.0,1895.0,6037.0,1950.0,542048.0,6534.81
231,11857848,3.0,4.0,2468.0,6037.0,2005.0,685323.0,8212.36
232,11787436,1.0,0.0,740.0,6037.0,1899.0,188000.0,2399.69
233,11108685,2.0,4.0,2263.0,6037.0,1980.0,294410.0,4220.2
234,14376663,2.0,3.0,2149.0,6059.0,1966.0,74741.0,716.7
235,10846097,2.0,3.0,1736.0,6037.0,1942.0,88794.0,1135.51
236,12717246,2.0,4.0,1744.0,6037.0,1950.0,258581.0,3590.79
237,11001320,2.0,3.0,1380.0,6037.0,1962.0,194007.0,2360.45
238,12998502,2.0,3.0,1613.0,6037.0,1947.0,613000.0,8058.98
239,11678883,3.0,4.0,2547.0,6037.0,1966.0,239615.0,3942.91
240,14089018,2.0,3.0,1353.0,6059.0,1962.0,862962.0,9817.3
241,14389080,4.0,4.0,4561.0,6059.0,1981.0,1752796.0,18079.16
242,14044737,2.0,4.0,1606.0,6059.0,1969.0,848826.0,9582.38
243,14000922,2.0,4.0,1633.0,6059.0,1962.0,565666.0,7128.16
244,12413736,3.0,4.0,1934.0,6037.0,1971.0,737000.0,8338.72
245,14388331,2.5,4.0,1940.0,6059.0,1981.0,569544.0,5849.98
246,12731216,2.0,4.0,1994.0,6037.0,1955.0,549236.0,6871.02
247,11381373,1.0,3.0,1196.0,6037.0,1959.0,198127.0,2404.92
248,14342313,3.5,4.0,2737.0,6059.0,2003.0,943202.0,11951.56
249,14156172,2.5,3.0,2059.0,6059.0,2012.0,583935.0,7485.98
250,11757342,3.0,5.0,2626.0,6037.0,1921.0,92317.0,1292.36
251,11667870,2.0,4.0,1972.0,6037.0,1973.0,1707368.0,20585.62
252,12889363,2.0,2.0,913.0,6037.0,1983.0,133025.0,1823.27
253,11391305,1.0,3.0,1275.0,6037.0,1924.0,219653.0,3992.8
254,11392193,0.0,0.0,2276.0,6037.0,,101792.0,1609.95
255,12504131,1.0,2.0,942.0,6037.0,1912.0,326191.0,4022.66
256,12504405,1.0,2.0,836.0,6037.0,1980.0,295437.0,3645.14
257,11667272,3.0,3.0,2047.0,6037.0,1957.0,1863960.0,22539.45
258,14455986,2.0,3.0,1680.0,6059.0,1970.0,540921.0,5492.46
259,12313206,1.0,2.0,874.0,6037.0,1940.0,281385.0,3723.41
260,11203683,2.0,3.0,1359.0,6037.0,1971.0,130843.0,2441.08
261,12720469,2.0,3.0,1333.0,6037.0,1949.0,387238.0,5001.41
262,11663691,6.0,6.0,4135.0,6037.0,2013.0,4318177.0,51753.48
263,17113418,2.0,3.0,1240.0,6111.0,1961.0,455000.0,4792.36
264,11427902,2.0,2.0,1291.0,6037.0,1951.0,71419.0,1437.55
265,10850922,2.0,4.0,1533.0,6037.0,1956.0,654836.0,7942.88
266,12908998,3.0,4.0,2238.0,6037.0,1983.0,325341.0,4095.32
267,13022762,2.0,4.0,1100.0,6037.0,1954.0,395000.0,4887.85
268,11237179,3.0,3.0,2225.0,6037.0,2005.0,242000.0,5015.6
269,13034824,2.0,4.0,1567.0,6037.0,1966.0,515000.0,6200.92
270,12518552,2.0,3.0,1687.0,6037.0,1951.0,468104.0,5694.22
271,14145168,2.0,4.0,1861.0,6059.0,1962.0,725000.0,8124.14
272,17153405,4.0,3.0,3337.0,6111.0,2004.0,796324.0,14394.62
273,12630934,1.0,2.0,1081.0,6037.0,1941.0,193998.0,2425.65
274,14036322,2.0,4.0,1918.0,6059.0,1962.0,79646.0,1126.72
275,14436387,3.0,4.0,1480.0,6059.0,1985.0,354585.0,6739.28
276,10859517,5.0,4.0,3201.0,6037.0,1961.0,1708630.0,20688.55
277,14365560,3.0,4.0,3249.0,6059.0,1983.0,483407.0,4969.64
278,14363975,2.5,3.0,1488.0,6059.0,1986.0,579707.0,5991.9
279,12319747,2.0,3.0,1456.0,6037.0,1955.0,150348.0,1982.84
280,10780368,1.0,3.0,1122.0,6037.0,1952.0,395132.0,4809.79
281,14148752,2.0,4.0,1627.0,6059.0,1971.0,226874.0,2915.58
282,11484472,1.0,2.0,700.0,6037.0,1940.0,106916.0,1743.23
283,12429914,1.0,3.0,1066.0,6037.0,1950.0,490000.0,6077.74
284,12925936,2.0,3.0,1395.0,6037.0,1950.0,363459.0,4550.17
285,12698066,2.0,3.0,1568.0,6037.0,1955.0,107020.0,1338.87
286,13040361,2.0,3.0,1440.0,6037.0,1983.0,451786.0,5486.27
287,13044658,5.0,5.0,5218.0,6037.0,1996.0,1168139.0,13336.29
288,11260390,3.0,4.0,2348.0,6037.0,2007.0,201593.0,2553.06
289,17151317,2.0,3.0,1310.0,6111.0,1970.0,336927.0,3944.38
290,12155776,4.0,5.0,3064.0,6037.0,1956.0,945376.0,11206.16
291,14111615,1.5,3.0,1426.0,6059.0,1968.0,211762.0,2595.1
292,12701259,3.0,3.0,1802.0,6037.0,1958.0,122768.0,1801.68
293,14033434,2.0,4.0,2239.0,6059.0,1969.0,126166.0,1707.7
294,17241297,2.0,3.0,1465.0,6111.0,1978.0,650143.0,7356.2
295,17151776,2.0,4.0,1950.0,6111.0,1976.0,105131.0,1203.52
296,11111466,2.0,4.0,1624.0,6037.0,1976.0,267574.0,3713.98
297,14349626,2.5,3.0,1489.0,6059.0,1997.0,652227.0,7730.2
298,11684191,3.0,2.0,2419.0,6037.0,1957.0,5177672.0,59223.38
299,11184912,2.0,3.0,1218.0,6037.0,1993.0,141611.0,2644.92
300,14107423,2.5,4.0,1327.0,6059.0,1964.0,221072.0,2839.48
301,11655397,4.0,4.0,2791.0,6037.0,1948.0,1732657.0,20966.1
302,14108092,2.5,4.0,1748.0,6059.0,1966.0,462904.0,5528.32
303,11497349,5.0,4.0,3743.0,6037.0,2005.0,2278000.0,25241.34
304,14300226,2.0,3.0,1480.0,6059.0,1970.0,297965.0,3170.22
305,12390789,1.0,3.0,676.0,6037.0,1947.0,34328.0,914.46
306,14401101,1.0,3.0,973.0,6059.0,1937.0,354283.0,4473.68
307,11670323,3.0,4.0,3314.0,6037.0,1959.0,2083810.0,25096.78
308,11628304,3.0,3.0,2363.0,6037.0,1929.0,177242.0,2196.35
309,14299759,2.5,4.0,2477.0,6059.0,1989.0,644555.0,7377.5
310,10890671,2.0,2.0,884.0,6037.0,1924.0,276122.0,3417.67
311,11094116,2.0,3.0,1284.0,6037.0,1942.0,409000.0,5064.09
312,12864046,3.0,6.0,2375.0,6037.0,1962.0,610624.0,7274.21
313,12863981,4.0,5.0,3035.0,6037.0,1960.0,625734.0,7460.77
314,12956746,4.0,5.0,3971.0,6037.0,1998.0,750645.0,9891.19
315,10851064,2.0,4.0,1533.0,6037.0,1956.0,712000.0,8618.1
316,13089562,3.0,4.0,2131.0,6037.0,1984.0,804078.0,10008.31
317,14024601,2.0,4.0,1984.0,6059.0,1957.0,576979.0,6708.02
318,11454380,4.0,5.0,3437.0,6037.0,1962.0,630584.0,7949.88
319,12235261,2.0,2.0,1339.0,6037.0,1928.0,215448.0,2832.54
320,12953034,2.0,3.0,1186.0,6037.0,1949.0,49029.0,901.19
321,12102046,1.0,2.0,1082.0,6037.0,1921.0,314100.0,3731.14
322,12102046,1.0,2.0,1082.0,6037.0,1921.0,314100.0,3731.14
323,13084948,1.0,3.0,816.0,6037.0,1955.0,71135.0,1173.12
324,11232191,3.0,4.0,2387.0,6037.0,2004.0,214294.0,4473.09
325,12329077,1.0,2.0,1160.0,6037.0,1950.0,68398.0,5572.57
326,14466991,0.0,0.0,,6059.0,,2493444.0,25740.28
327,12391917,1.0,2.0,864.0,6037.0,1924.0,117339.0,1953.93
328,11232792,3.0,4.0,3272.0,6037.0,2006.0,232683.0,5239.98
329,13078472,3.0,6.0,2084.0,6037.0,1964.0,681380.0,7924.63
330,17254469,2.0,3.0,1101.0,6111.0,1961.0,360454.0,4320.12
331,17283382,3.0,4.0,2162.0,6111.0,1964.0,243234.0,2573.32
332,11840396,2.0,3.0,1456.0,6037.0,1925.0,259656.0,3488.94
333,11771908,2.0,3.0,1215.0,6037.0,1903.0,329000.0,4089.57
334,14313342,2.0,4.0,1816.0,6059.0,1969.0,1248517.0,13451.16
335,10977533,1.0,1.0,650.0,6037.0,1927.0,217558.0,3031.99
336,12303159,1.0,2.0,860.0,6037.0,1942.0,116922.0,1796.92
337,14468115,2.5,4.0,2282.0,6059.0,1995.0,536687.0,5712.34
338,14412823,3.0,4.0,2290.0,6059.0,1989.0,722061.0,7325.46
339,11266326,0.0,0.0,400.0,6037.0,1950.0,49627.0,703.3
340,17073839,2.5,3.0,1592.0,6111.0,1988.0,274736.0,2905.46
341,14413446,2.5,3.0,1866.0,6059.0,1990.0,425099.0,4320.42
342,14405408,2.0,3.0,1478.0,6059.0,1972.0,969563.0,10732.36
343,14296645,2.0,2.0,1893.0,6059.0,1973.0,1294443.0,13933.18
344,11136488,5.0,5.0,4129.0,6037.0,2003.0,1084653.0,14224.47
345,14139870,4.0,4.0,2996.0,6059.0,1993.0,735936.0,8318.44
346,13072894,3.0,4.0,2074.0,6037.0,1985.0,423564.0,5318.82
347,14407010,3.0,3.0,1555.0,6059.0,1986.0,494718.0,4954.08
348,10992389,1.0,3.0,1260.0,6037.0,1917.0,205430.0,2578.04
349,11700828,2.0,2.0,1660.0,6037.0,1938.0,74294.0,1468.49
350,14093394,2.5,3.0,1691.0,6059.0,1997.0,345337.0,4366.22
351,12980417,2.0,4.0,1872.0,6037.0,1991.0,321257.0,4499.23
352,12329779,2.0,3.0,1768.0,6037.0,1959.0,517766.0,6367.51
353,10942915,1.0,2.0,1248.0,6037.0,1946.0,643000.0,7124.21
354,12223864,1.0,5.0,1048.0,6037.0,1922.0,32257.0,892.42
355,17279762,1.5,3.0,1377.0,6111.0,1973.0,280167.0,3035.34
356,11455475,3.0,4.0,1938.0,6037.0,1952.0,115934.0,1571.41
357,14319797,4.0,3.0,2712.0,6059.0,2013.0,1044895.0,10665.66
